Name,Input List,Start Frame,Area AVG,Area STD,RG AVG,RG STD,RDF Peak,Coordination at Minimum
polymerA1,"[(1, 'E4'), (2, 'E4'), (3, 'E4'), (4, 'E4'), (5, 'E4'), (6, 'E4'), (7, 'E4'), (8, 'E4'), (9, 'E4'), (10, 'E4'), (11, 'S6'), (12, 'S4'), (13, 'S6'), (14, 'S4'), (15, 'S6'), (16, 'S4'), (17, 'S6'), (18, 'S4'), (19, 'S6'), (20, 'S4')]",830.0,13932.25742455214,320.24571707325777,18.827689307757787,0.130057068049395,1.7723091804126785,3.7731785714285713
polymerA2,"[(1, 'E4'), (2, 'E4'), (3, 'E4'), (4, 'E4'), (5, 'E4'), (6, 'E4'), (7, 'E4'), (8, 'E4'), (9, 'E4'), (10, 'E4'), (11, 'S8'), (12, 'S2'), (13, 'S8'), (14, 'S2'), (15, 'S8'), (16, 'S2'), (17, 'S8'), (18, 'S2'), (19, 'S8'), (20, 'S2')]",830.0,13925.018799355432,271.3695847521062,19.595126277378625,0.0881043389626336,1.8071338771257448,4.246339285714285
polymerA3,"[(1, 'E4'), (2, 'E4'), (3, 'E4'), (4, 'E4'), (5, 'E4'), (6, 'E4'), (7, 'E4'), (8, 'E4'), (9, 'E4'), (10, 'E4'), (11, 'S10'), (12, 'S0'), (13, 'S10'), (14, 'S0'), (15, 'S10'), (16, 'S0'), (17, 'S10'), (18, 'S0'), (19, 'S10'), (20, 'S0')]",830.0,13562.25867408103,260.49973106844186,20.87217034612384,0.207960187933779,1.7634690650932083,4.242928571428571
polymerA4,"[(1, 'E4'), (2, 'E4'), (3, 'E4'), (4, 'E4'), (5, 'E4'), (6, 'E4'), (7, 'E4'), (8, 'E4'), (9, 'E4'), (10, 'E4'), (11, 'S0'), (12, 'S0'), (13, 'S0'), (14, 'S0'), (15, 'S0'), (16, 'S0'), (17, 'S0'), (18, 'S0'), (19, 'S10'), (20, 'S40')]",830.0,12578.201381474784,246.68108329879183,21.968153112956465,0.1967161873565238,1.7606563011279222,3.725571428571429
polymerA5,"[(1, 'E4'), (2, 'E4'), (3, 'E4'), (4, 'E4'), (5, 'E4'), (6, 'E4'), (7, 'E4'), (8, 'E4'), (9, 'E4'), (10, 'E4'), (11, 'S0'), (12, 'S0'), (13, 'S0'), (14, 'S0'), (15, 'S0'), (16, 'S0'), (17, 'S0'), (18, 'S0'), (19, 'S0'), (20, 'S50')]",830.0,12742.920512763283,242.0183639427613,22.440286077771876,0.1628689735218771,1.776059532366393,4.213017857142858
polymerJ1,"[(1, 'E6'), (2, 'S5'), (3, 'E2'), (4, 'S9'), (5, 'S8'), (6, 'E1'), (7, 'S9'), (8, 'S8'), (9, 'S9'), (10, 'E7'), (11, 'E2'), (12, 'E4'), (13, 'S7'), (14, 'S5'), (15, 'S2')]",830.0,15054.98751982415,309.8330321362426,19.607251866204397,0.127845880896946,1.3089702435855437,3.103181818181818
polymerJ10,"[(1, 'S4'), (2, 'E4'), (3, 'S6'), (4, 'S1'), (5, 'S2'), (6, 'E4'), (7, 'S7'), (8, 'E7'), (9, 'E0'), (10, 'S7'), (11, 'S8'), (12, 'E7'), (13, 'E6'), (14, 'S3'), (15, 'S8')]",830.0,15235.466943947977,375.8895249273794,18.1143916961125,0.0829863223155148,1.8034217940695176,4.2584183673469385
polymerJ100,"[(1, 'E2'), (2, 'S9'), (3, 'S6'), (4, 'S1'), (5, 'E7'), (6, 'E3'), (7, 'S0'), (8, 'E9'), (9, 'E0'), (10, 'E0'), (11, 'E9'), (12, 'E2'), (13, 'S6'), (14, 'S1'), (15, 'E6'), (16, 'S2'), (17, 'E2'), (18, 'S9'), (19, 'E4'), (20, 'E0')]",830.0,13493.113405981914,330.4213934319747,17.84058334418705,0.1156775744734903,1.7834871774695302,4.109188311688312
polymerJ101,"[(1, 'S2'), (2, 'S3'), (3, 'S7'), (4, 'S1'), (5, 'S0'), (6, 'S6'), (7, 'E4'), (8, 'S8'), (9, 'S9'), (10, 'S9'), (11, 'E6'), (12, 'S0'), (13, 'S0'), (14, 'E0'), (15, 'E8'), (16, 'E8'), (17, 'S2'), (18, 'S2'), (19, 'E3')]",830.0,13836.229936724878,404.4968659065934,19.17767551967076,0.1292419480418633,1.7661755998775388,3.940566502463055
polymerJ102,"[(1, 'S4'), (2, 'S6'), (3, 'S3'), (4, 'S4'), (5, 'S7'), (6, 'E6'), (7, 'S8'), (8, 'S4'), (9, 'E3'), (10, 'E2'), (11, 'S8'), (12, 'S3'), (13, 'E2'), (14, 'S0'), (15, 'S0'), (16, 'S9'), (17, 'E4'), (18, 'E5'), (19, 'S3')]",830.0,14899.447812571936,357.1262594556755,19.24098984582083,0.1406514579631421,1.4273255065404409,3.348019480519479
